Nom;Prénom;Prénom 2;Date de naissance;Identifiant;Diplômes;Composante;Public;Date;Heure;Durée;Type;Matière;Identifiant matière;Enseignement;Identifiant de l'enseignement;Absent/Présent;Justification;Motif absence;Commentaire;Groupes;Salles;Profs;Contrôle
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;01/02/2024;9H30;3H00;BEN;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01);17144300;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01)-PRO;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;02/02/2024;8H00;1H30;TD;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01);17144300;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01)-TD;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;BELLOUM RAFIK;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;02/02/2024;9H30;3H00;BEN;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01);17144300;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01)-PRO;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;05/02/2024;9H30;3H00;BEN;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01);17144300;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01)-PRO;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;05/02/2024;14H00;1H30;TD;INFFIS6-COMMUNICATION : ORGANISATION ET DIFFUSION DE LINFO (T3BUTINFFI-R6.03);87865179;INFFIS6-COMMUNICATION : ORGANISATION ET DIFFUSION DE LINFO (T3BUTINFFI-R6.03)-TD;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;GUEUDET CAROLE;Oui
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;06/02/2024;8H00;3H00;TP;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06);46754552;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06)-TP;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;PETIT DORIAN;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;06/02/2024;11H00;1H30;TD;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06);46754552;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06)-TD;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;PETIT DORIAN;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;07/02/2024;9H30;3H00;BEN;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01);17144300;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01)-PRO;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;08/02/2024;8H00;1H30;TD;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06);46754552;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06)-TD;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;PETIT DORIAN;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;08/02/2024;9H30;3H00;BEN;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01);17144300;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01)-PRO;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;09/02/2024;9H30;3H00;BEN;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01);17144300;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01)-PRO;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;12/02/2024;9H30;3H00;BEN;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01);17144300;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01)-PRO;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;13/02/2024;14H00;3H00;TP;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06);46754552;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06)-TP;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;PETIT DORIAN;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;14/02/2024;8H00;1H30;TD;INFFIS6-INITIATION A LENTREPRENEURIAT (T3BUTINFFI-R6.01);36865927;INFFIS6-INITIATION A LENTREPRENEURIAT (T3BUTINFFI-R6.01)-TD;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;MESSAGER FABRICE;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;14/02/2024;9H30;3H00;BEN;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01);17144300;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01)-PRO;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 107;;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;15/02/2024;8H00;1H30;TD;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06);46754552;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06)-TD;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;PETIT DORIAN;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;15/02/2024;9H30;3H00;BEN;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01);17144300;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01)-PRO;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;16/02/2024;9H30;3H00;TP;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06);46754552;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06)-TP;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;PETIT DORIAN;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;16/02/2024;8H00;1H30;TD;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06);46754552;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06)-TD;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;PETIT DORIAN;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;19/02/2024;8H00;1H30;CM;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01);17144300;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01)-CM;;Absence;Non justifié;?;;BUT3 INFO FI A#BUT3 INFO FA A;PUM 110;BELLOUM RAFIK;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;19/02/2024;14H00;3H00;BEN;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01);17144300;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01)-PRO;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 118;;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;20/02/2024;9H30;3H00;BEN;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01);17144300;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01)-PRO;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 118;;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;20/02/2024;14H00;1H30;CM;INFFIS6-DEVELOPPEMENT AVANCE (T3BUTINFFI-R6.A.05);11154033;INFFIS6-DEVELOPPEMENT AVANCE (T3BUTINFFI-R6.A.05)-CM;;Absence;Non justifié;?;;BUT3 INFO FI A#BUT3 INFO FA A;PUM 110;PETIT DORIAN;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;20/02/2024;15H30;1H30;TD;INFFIS6-DEVELOPPEMENT AVANCE (T3BUTINFFI-R6.A.05);11154033;INFFIS6-DEVELOPPEMENT AVANCE (T3BUTINFFI-R6.A.05)-TD;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;PETIT DORIAN;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;21/02/2024;9H30;1H30;CM;INFFIS6-PROJET PERSONNEL ET PROFESSIONNEL (T3BUTINFFI-R6.A.04-B.04);51656780;INFFIS6-PROJET PERSONNEL ET PROFESSIONNEL (T3BUTINFFI-R6.A.04-B.04)-CM;;Absence;Non justifié;?;;BUT3 INFO FI A#BUT3 INFO FA A;PUM 110;GUEUDET CAROLE;Oui
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;21/02/2024;14H00;1H30;TD;INFFIS6-DEVELOPPEMENT AVANCE (T3BUTINFFI-R6.A.05);11154033;INFFIS6-DEVELOPPEMENT AVANCE (T3BUTINFFI-R6.A.05)-TD;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;PETIT DORIAN;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;21/02/2024;15H30;1H30;TD;INFFIS6-DEVELOPPEMENT AVANCE (T3BUTINFFI-R6.A.05);11154033;INFFIS6-DEVELOPPEMENT AVANCE (T3BUTINFFI-R6.A.05)-TD;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;PETIT DORIAN;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;22/02/2024;8H00;1H30;TD;INFFIS6-PROJET PERSONNEL ET PROFESSIONNEL (T3BUTINFFI-R6.A.04-B.04);51656780;INFFIS6-PROJET PERSONNEL ET PROFESSIONNEL (T3BUTINFFI-R6.A.04-B.04)-TD;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 107;GUEUDET CAROLE;Oui
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;22/02/2024;9H30;3H00;TP;INFFIS6-DEVELOPPEMENT AVANCE (T3BUTINFFI-R6.A.05);11154033;INFFIS6-DEVELOPPEMENT AVANCE (T3BUTINFFI-R6.A.05)-TP;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 106;PETIT DORIAN;Non
Da Silva;Clémence;Timothée;1967-07-10;65923897;;IUT;FI;23/02/2024;9H30;1H30;TD;INFFIS6-DROIT DU NUMERIQUE ET DE LA PROPRIETE INTELLECTUELLE (T3BUTINFFI-R6.02);93949982;INFFIS6-DROIT DU NUMERIQUE ET DE LA PROPRIETE INTELLECTUELLE (T3BUTINFFI-R6.02)-TD;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;MESSAGER FABRICE;Non
Rodriguez;Frédéric;Timothée;2004-05-04;53072356;;IUT;FI;06/02/2024;8H00;3H00;TP;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06);46754552;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06)-TP;;Absence;Absence justifiée;CERTIFICAT MEDICAL;;BUT3 INFO FI A;PUM 103;PETIT DORIAN;Non
Rodriguez;Frédéric;Timothée;2004-05-04;53072356;;IUT;FI;06/02/2024;11H00;1H30;TD;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06);46754552;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06)-TD;;Absence;Absence justifiée;CERTIFICAT MEDICAL;;BUT3 INFO FI A;PUM 103;PETIT DORIAN;Non
Rodriguez;Frédéric;Timothée;2004-05-04;53072356;;IUT;FI;07/02/2024;8H00;1H30;TD;INFFIS6-INITIATION A LENTREPRENEURIAT (T3BUTINFFI-R6.01);36865927;INFFIS6-INITIATION A LENTREPRENEURIAT (T3BUTINFFI-R6.01)-TD;;Absence;Absence justifiée;CERTIFICAT MEDICAL;;BUT3 INFO FI A;PUM 103;MESSAGER FABRICE;Non
Rodriguez;Frédéric;Timothée;2004-05-04;53072356;;IUT;FI;07/02/2024;9H30;3H00;BEN;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01);17144300;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01)-PRO;;Absence;Absence justifiée;CERTIFICAT MEDICAL;;BUT3 INFO FI A;PUM 103;;Non
Rodriguez;Frédéric;Timothée;2004-05-04;53072356;;IUT;FI;08/02/2024;8H00;1H30;TD;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06);46754552;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06)-TD;;Absence;Absence justifiée;CERTIFICAT MEDICAL;;BUT3 INFO FI A;PUM 103;PETIT DORIAN;Non
Rodriguez;Frédéric;Timothée;2004-05-04;53072356;;IUT;FI;08/02/2024;9H30;3H00;BEN;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01);17144300;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01)-PRO;;Absence;Absence justifiée;CERTIFICAT MEDICAL;;BUT3 INFO FI A;PUM 103;;Non
Rodriguez;Frédéric;Timothée;2004-05-04;53072356;;IUT;FI;09/02/2024;9H30;3H00;BEN;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01);17144300;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01)-PRO;;Absence;Absence justifiée;CERTIFICAT MEDICAL;;BUT3 INFO FI A;PUM 103;;Non
Rodriguez;Frédéric;Timothée;2004-05-04;53072356;;IUT;FI;21/02/2024;9H30;1H30;CM;INFFIS6-PROJET PERSONNEL ET PROFESSIONNEL (T3BUTINFFI-R6.A.04-B.04);51656780;INFFIS6-PROJET PERSONNEL ET PROFESSIONNEL (T3BUTINFFI-R6.A.04-B.04)-CM;;Absence;Non justifié;?;;BUT3 INFO FI A#BUT3 INFO FA A;PUM 110;GUEUDET CAROLE;Oui
Delannoy;Astrid;Timothée;1990-02-05;42623668;;IUT;FI;22/01/2024;9H30;3H00;BEN;INFFIS5-DEVELOPPEMENT AVANCE (T3BUTINFFI-S5.A.01);77339933;INFFIS5-DEVELOPPEMENT AVANCE (T3BUTINFFI-S5.A.01)-PRO;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;;Non
Delannoy;Astrid;Timothée;1990-02-05;42623668;;IUT;FI;24/01/2024;9H30;1H30;CM;INFFIS6-COMMUNICATION : ORGANISATION ET DIFFUSION DE LINFO (T3BUTINFFI-R6.03);87865179;INFFIS6-COMMUNICATION : ORGANISATION ET DIFFUSION DE LINFO (T3BUTINFFI-R6.03)-CM;;Absence;Non justifié;?;;BUT3 INFO FI A#BUT3 INFO FA A;PUM 103;GUEUDET CAROLE;Oui
Delannoy;Astrid;Timothée;1990-02-05;42623668;;IUT;FI;26/01/2024;8H00;1H30;TD;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06);46754552;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06)-TD;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;PETIT DORIAN;Non
Delannoy;Astrid;Timothée;1990-02-05;42623668;;IUT;FI;26/01/2024;11H00;1H30;TD;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06);46754552;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06)-TD;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;PETIT DORIAN;Non
Delannoy;Astrid;Timothée;1990-02-05;42623668;;IUT;FI;30/01/2024;9H30;3H00;BEN;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01);17144300;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01)-PRO;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;;Non
Delannoy;Astrid;Timothée;1990-02-05;42623668;;IUT;FI;31/01/2024;9H30;3H00;BEN;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01);17144300;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01)-PRO;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;;Non
Delannoy;Astrid;Timothée;1990-02-05;42623668;;IUT;FI;01/02/2024;8H00;1H30;TD;INFFIS6-INITIATION A LENTREPRENEURIAT (T3BUTINFFI-R6.01);36865927;INFFIS6-INITIATION A LENTREPRENEURIAT (T3BUTINFFI-R6.01)-TD;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;MESSAGER FABRICE;Non
Delannoy;Astrid;Timothée;1990-02-05;42623668;;IUT;FI;08/02/2024;8H00;1H30;TD;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06);46754552;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06)-TD;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;PETIT DORIAN;Non
Delannoy;Astrid;Timothée;1990-02-05;42623668;;IUT;FI;08/02/2024;9H30;3H00;BEN;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01);17144300;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01)-PRO;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;;Non
Delannoy;Astrid;Timothée;1990-02-05;42623668;;IUT;FI;21/02/2024;9H30;1H30;CM;INFFIS6-PROJET PERSONNEL ET PROFESSIONNEL (T3BUTINFFI-R6.A.04-B.04);51656780;INFFIS6-PROJET PERSONNEL ET PROFESSIONNEL (T3BUTINFFI-R6.A.04-B.04)-CM;;Absence;Non justifié;?;;BUT3 INFO FI A#BUT3 INFO FA A;PUM 110;GUEUDET CAROLE;Oui
Vincent;Virginie;Timothée;1972-10-07;86738344;;IUT;FI;20/02/2024;9H30;3H00;BEN;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01);17144300;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01)-PRO;;Absence;Absence justifiée;CERTIFICAT MEDICAL;;BUT3 INFO FI A;PUM 118;;Non
Vincent;Virginie;Timothée;1972-10-07;86738344;;IUT;FI;20/02/2024;14H00;1H30;CM;INFFIS6-DEVELOPPEMENT AVANCE (T3BUTINFFI-R6.A.05);11154033;INFFIS6-DEVELOPPEMENT AVANCE (T3BUTINFFI-R6.A.05)-CM;;Absence;Absence justifiée;CERTIFICAT MEDICAL;;BUT3 INFO FI A#BUT3 INFO FA A;PUM 110;PETIT DORIAN;Non
Vincent;Virginie;Timothée;1972-10-07;86738344;;IUT;FI;20/02/2024;15H30;1H30;TD;INFFIS6-DEVELOPPEMENT AVANCE (T3BUTINFFI-R6.A.05);11154033;INFFIS6-DEVELOPPEMENT AVANCE (T3BUTINFFI-R6.A.05)-TD;;Absence;Absence justifiée;CERTIFICAT MEDICAL;;BUT3 INFO FI A;PUM 103;PETIT DORIAN;Non
Vincent;Virginie;Timothée;1972-10-07;86738344;;IUT;FI;21/02/2024;9H30;1H30;CM;INFFIS6-PROJET PERSONNEL ET PROFESSIONNEL (T3BUTINFFI-R6.A.04-B.04);51656780;INFFIS6-PROJET PERSONNEL ET PROFESSIONNEL (T3BUTINFFI-R6.A.04-B.04)-CM;;Absence;Absence justifiée;CERTIFICAT MEDICAL;;BUT3 INFO FI A#BUT3 INFO FA A;PUM 110;GUEUDET CAROLE;Oui
Vincent;Virginie;Timothée;1972-10-07;86738344;;IUT;FI;21/02/2024;14H00;1H30;TD;INFFIS6-DEVELOPPEMENT AVANCE (T3BUTINFFI-R6.A.05);11154033;INFFIS6-DEVELOPPEMENT AVANCE (T3BUTINFFI-R6.A.05)-TD;;Absence;Absence justifiée;CERTIFICAT MEDICAL;;BUT3 INFO FI A;PUM 103;PETIT DORIAN;Non
Vincent;Virginie;Timothée;1972-10-07;86738344;;IUT;FI;21/02/2024;15H30;1H30;TD;INFFIS6-DEVELOPPEMENT AVANCE (T3BUTINFFI-R6.A.05);11154033;INFFIS6-DEVELOPPEMENT AVANCE (T3BUTINFFI-R6.A.05)-TD;;Absence;Absence justifiée;CERTIFICAT MEDICAL;;BUT3 INFO FI A;PUM 103;PETIT DORIAN;Non
Joseph;Maurice;Timothée;1955-04-24;51686170;;IUT;FI;29/01/2024;15H30;1H30;TD;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01);17144300;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01)-TD;;Absence;Non justifié;?;Absence sur une semaine;BUT3 INFO FI A;PUM 103;BELLOUM RAFIK;Non
Joseph;Maurice;Timothée;1955-04-24;51686170;;IUT;FI;29/01/2024;14H00;1H30;TD;INFFIS6-COMMUNICATION : ORGANISATION ET DIFFUSION DE LINFO (T3BUTINFFI-R6.03);87865179;INFFIS6-COMMUNICATION : ORGANISATION ET DIFFUSION DE LINFO (T3BUTINFFI-R6.03)-TD;;Absence;Non justifié;?;Absence sur une semaine;BUT3 INFO FI A;PUM 103;GUEUDET CAROLE;Oui
Joseph;Maurice;Timothée;1955-04-24;51686170;;IUT;FI;30/01/2024;8H00;1H30;TD;INFFIS6-INITIATION A LENTREPRENEURIAT (T3BUTINFFI-R6.01);36865927;INFFIS6-INITIATION A LENTREPRENEURIAT (T3BUTINFFI-R6.01)-TD;;Absence;Non justifié;?;Absence sur une semaine;BUT3 INFO FI A;PUM 103;MESSAGER FABRICE;Non
Joseph;Maurice;Timothée;1955-04-24;51686170;;IUT;FI;31/01/2024;14H00;1H30;TD;INFFIS6-INITIATION A LENTREPRENEURIAT (T3BUTINFFI-R6.01);36865927;INFFIS6-INITIATION A LENTREPRENEURIAT (T3BUTINFFI-R6.01)-TD;;Absence;Non justifié;?;Absence sur une semaine;BUT3 INFO FI A;PUM 103;MESSAGER FABRICE;Non
